rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
1,MMED,"MiniMed Group, Inc. - Common Stock",NASDAQ,23.760000228881836,0.059768,0.219087,0.280172,2.674932,0.181179,0.129361,0.0,72.104025,2026-09-02,79.250226,6684874424.955889,0.5,5,"MiniMed Type 2 Diabetes Patient Retention Holding Steady, UBS Says | MiniMed (MMED) Soars on Revenue Growth, Price Target Hike; Hedge Fund Conviction Weakens | UBS Raises Price Target on MiniMed to $28 From $25, Keeps Buy Rating",https://finance.yahoo.com/healthcare/articles/minimed-type-2-diabetes-patient-193315104.html | https://finance.yahoo.com/markets/stocks/articles/minimed-mmed-soars-revenue-growth-033324812.html | https://finance.yahoo.com/markets/stocks/articles/ubs-raises-price-target-minimed-120315564.html,2026-09-02T19:33:15+00:00,60.0,76.362692,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
2,GTLB,GitLab Inc. - Class A Common Stock,NASDAQ,49.59000015258789,0.0998,0.200436,0.371405,4.784512,0.168831,0.165151,0.0,67.237579,2026-09-02,79.112566,8375751025.772095,0.3,5,"GitLab Q2 Earnings Beat on Revenue Growth and Sales Productivity | GTLB Q2 Deep Dive: Flex Model, AI Tailwinds, and New Product Momentum | GTLB Q2 Earnings Call Puts Flex, AI and Sales Momentum in Focus",https://finance.yahoo.com/markets/stocks/articles/gitlab-q2-earnings-beat-revenue-172700924.html | https://finance.yahoo.com/markets/stocks/articles/gtlb-q2-deep-dive-flex-081424085.html | https://finance.yahoo.com/markets/stocks/articles/gtlb-q2-earnings-call-puts-140000478.html,2026-09-02T17:27:00+00:00,56.0,75.645681,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
3,CNH,CNH Industrial N.V. Common Shares,NYSE,13.649999618530273,0.092,0.174699,0.26506,2.386938,0.219349,0.026679,0.0,82.086626,2026-09-02,79.532608,21951366242.136124,0.0,5,Why Is CNH (CNH) Up 11.4% Since Last Earnings Report? | This Sector Is Fertile Ground For Buy Opportunities | CNH Industrial Partners With Bourgault for Co-Branded Seeding Line,https://finance.yahoo.com/markets/stocks/articles/why-cnh-cnh-11-4-153005262.html | https://finance.yahoo.com/m/ade3ed86-f98b-31ae-b255-1d6c7760e993/this-sector-is-fertile-ground.html | https://finance.yahoo.com/technology/articles/cnh-industrial-partners-bourgault-co-171241659.html,2026-09-02T19:06:41+00:00,50.0,75.102717,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
4,TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,82.76000213623047,0.117623,0.158293,0.354279,2.44906,0.170679,0.087617,0.0,76.984975,2026-09-02,79.388295,3631756842.704193,0.0,5,"Tarsus to Participate in Upcoming Investor Conferences | Meet The EMBA Class Of Entrepreneurs: Executives Today, Founders Tomorrow | Xense Robotics CEO Daolin Ma Publishes Bylined Article in the World Economic Forum",https://finance.yahoo.com/healthcare/articles/tarsus-participate-upcoming-investor-conferences-203000987.html | https://finance.yahoo.com/small-business/articles/meet-emba-class-entrepreneurs-executives-142219443.html | https://finance.yahoo.com/technology/ai/articles/xense-robotics-ceo-daolin-ma-104300883.html,2026-09-01T20:30:00+00:00,50.0,74.980051,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
5,FTH,"Faeth Therapeutics, Inc.  - Common Stock",NASDAQ,39.119998931884766,0.133584,0.186533,0.590891,1.935026,0.228508,0.088376,0.0,78.70723,2026-09-02,79.027258,1008464828.9453201,0.1,5,"What Makes Faeth Therapeutics, Inc. (FTH) a Strong Momentum Stock: Buy Now? | Faeth Therapeutics to Participate in Upcoming September Investor Conferences | Faeth Therapeutics Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)",https://finance.yahoo.com/markets/stocks/articles/makes-faeth-therapeutics-inc-fth-160002087.html | https://finance.yahoo.com/healthcare/articles/faeth-therapeutics-participate-upcoming-september-113000001.html | https://finance.yahoo.com/healthcare/articles/faeth-therapeutics-announces-inducement-grants-113000373.html,2026-09-01T16:00:02+00:00,52.0,74.973169,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
6,FMC,FMC Corporation Common Stock,NYSE,13.329999923706055,0.122054,0.203069,0.236549,2.212523,0.22389,-0.0129,0.0,84.835157,2026-09-02,79.315601,1669273754.3159504,0.0,5,"ETF League Tables: YieldMax Gains $60M | Phosalone Insecticide Market Outlook 2026-2030 Featuring Profiles of Leading Companies Bayer, Syngenta and UPL | ETF League Tables: Invesco Inflows Jump",https://finance.yahoo.com/m/2702a3b9-db88-3fe1-91db-5b58ace4c68f/etf-league-tables%3A-yieldmax.html | https://finance.yahoo.com/markets/commodities/articles/phosalone-insecticide-market-outlook-2026-120200784.html | https://finance.yahoo.com/m/10254e5a-0e8e-38b8-9d99-ee3468b09074/etf-league-tables%3A-invesco.html,2026-09-02T21:00:06+00:00,50.0,74.918261,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
7,MNTK,"Montauk Renewables, Inc. - Common Stock",NASDAQ,2.130000114440918,0.210227,0.196629,0.245614,7.51414,0.161396,0.056026,0.0,65.822796,2026-09-02,78.992187,303186642.3596506,0.0,5,Should Value Investors Buy Montauk Renewables (MNTK) Stock? | Montauk Renewables (MNTK) Q2 2026 Earnings Call Transcript | Montauk Renewables (MNTK) Reports Break-Even Earnings for Q2,https://finance.yahoo.com/markets/stocks/articles/value-investors-buy-montauk-renewables-134003898.html | https://finance.yahoo.com/m/cbf72b58-9dcd-3211-8769-d5e63ecd0c47/montauk-renewables-%28mntk%29-q2.html | https://finance.yahoo.com/energy/articles/montauk-renewables-mntk-reports-break-003511039.html,2026-09-02T13:40:03+00:00,50.0,74.643359,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
8,ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,52.59000015258789,0.07502,0.091758,0.336807,1.839913,0.136798,0.182699,0.0,83.955214,2026-09-02,78.606645,2675058409.2215805,0.1,5,"Needham Raises Price Target on AtriCure to $64 From $45, Keeps Buy Rating | Is AtriCure (ATRC) Outperforming Other Medical Stocks This Year? | Atricure Insider Sold Shares Worth $458,099, According to a Recent SEC Filing",https://finance.yahoo.com/markets/stocks/articles/needham-raises-price-target-atricure-110651856.html | https://finance.yahoo.com/markets/stocks/articles/atricure-atrc-outperforming-other-medical-134002926.html | https://finance.yahoo.com/markets/stocks/articles/atricure-insider-sold-shares-worth-105831178.html,2026-09-02T11:06:51+00:00,52.0,74.615648,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
9,VSTM,"Verastem, Inc. - Common Stock",NASDAQ,8.020000457763672,0.053877,0.08525,0.366269,2.549508,0.136863,0.177084,0.0,71.42858,2026-09-02,78.495762,726318838.2766533,0.1,5,Verastem Oncology to Participate in Upcoming September Investor Conferences | Verastem (VSTM) Stock Sees Fair Value Moves Lower As Analysts Cut Revenue Views | Verastem (VSTM) Q2 2026 Earnings Call Transcript,https://finance.yahoo.com/healthcare/articles/verastem-oncology-participate-upcoming-september-113000402.html | https://finance.yahoo.com/markets/stocks/articles/verastem-vstm-stock-sees-fair-181734822.html | https://finance.yahoo.com/m/5546da6a-3810-36ff-a1e0-56cb3524e6c7/verastem-%28vstm%29-q2-2026.html,2026-09-02T11:30:00+00:00,52.0,74.521398,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
10,CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,3.569999933242798,0.081818,0.098462,0.317343,1.790907,0.175889,0.036071,0.0,77.215176,2026-09-02,78.42221,605277227.3316205,0.1,5,"Autoimmune CAR-T faces tough questions after Novartis, Bristol Myers study halts | Cabaletta Bio to Participate in Upcoming Investor Conferences | Bonaventure Breaks Ground on $93.3 Million Development, Largest in the Firm’s 26-Year History – Attain at Swift Creek",https://finance.yahoo.com/m/83974e62-c412-3abc-b3ba-63cdd4efb826/autoimmune-car-t-faces-tough.html | https://finance.yahoo.com/healthcare/articles/cabaletta-bio-participate-upcoming-investor-120000015.html | https://finance.yahoo.com/real-estate/articles/bonaventure-breaks-ground-93-3-140000279.html,2026-09-02T12:32:00+00:00,52.0,74.458878,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
