rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
1,TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAQ,8.930000305175781,0.070743,0.294203,0.216621,1.890868,0.225344,0.116469,0.0,76.889544,2026-09-23,78.95601,498763805.34,0.3,5,"Alpha Teknova (TKNO) Moves 7.1% Higher: Will This Strength Last? | Jefferies & Co. Initiates Alpha Teknova With Buy Rating, $9 Price Target | Teknova Expands Custom Manufacturing with Fill-Tek™ Dispensing System for Flexible Single-Use Bag Filling",https://finance.yahoo.com/markets/stocks/articles/alpha-teknova-tkno-moves-7-125300864.html | https://finance.yahoo.com/markets/stocks/articles/jefferies-co-initiates-alpha-teknova-114018331.html | https://finance.yahoo.com/healthcare/articles/teknova-expands-custom-manufacturing-fill-213000901.html,2026-09-22T12:53:00+00:00,56.0,75.512609,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
2,VICR,Vicor Corporation - Common Stock,NASDAQ,283.1600036621094,0.264672,0.539164,0.490394,2.021286,0.434542,-0.065306,0.0,81.268598,2026-09-23,79.595576,12728224435.92,0.1,5,"Vicor (VICR) Climbed, But What Is Behind The Attention Now? | Vicor Stock Jumped 20% in a Day After a Guidance Raise. Here’s Where It Could Go | Company News for Sep 23, 2026",https://finance.yahoo.com/markets/stocks/articles/vicor-vicr-climbed-behind-attention-021207382.html | https://finance.yahoo.com/markets/stocks/articles/vicor-stock-jumped-20-day-151754235.html | https://finance.yahoo.com/markets/stocks/articles/company-news-sep-23-2026-133200145.html,2026-09-24T02:12:07+00:00,52.0,75.45624,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
3,TWLO,Twilio Inc. Class A Common Stock,NYSE,290.70001220703125,0.092611,0.200446,0.305989,2.099687,0.219543,0.069312,0.0,77.226859,2026-09-23,79.511622,46020350425.200005,0.1,5,"Twilio (TWLO) Keeps Climbing as Investors Rediscover its AI Business | Twilio Inc. (TWLO) is Attracting Investor Attention: Here is What You Should Know | If You Invested $1000 in Twilio a Decade Ago, This is How Much It'd Be Worth Now",https://finance.yahoo.com/markets/stocks/articles/twilio-twlo-keeps-climbing-investors-230853990.html | https://finance.yahoo.com/markets/stocks/articles/twilio-inc-twlo-attracting-investor-120003685.html | https://finance.yahoo.com/markets/stocks/articles/invested-1000-twilio-decade-ago-113002755.html,2026-09-24T23:08:53+00:00,52.0,75.384879,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
4,SECZ,Securitize Corp. Common Stock,NYSE,14.359999656677246,0.104615,0.848134,1.13373,2.52619,0.678649,0.129963,0.0,86.923794,2026-09-23,79.796847,2698781773.05,0.0,5,"Cathie Wood Launches Tokenized Fund That Trades Around The Clock | Securitize Corp (SECZ) Soars to All-Time High Anew, Analysts ‘Highly Bullish’ | Securitize Stock Jumps 12% as Cantor Bets on a Tokenization Boom",https://finance.yahoo.com/markets/crypto/articles/cathie-wood-launches-tokenized-fund-140600423.html | https://finance.yahoo.com/markets/stocks/articles/securitize-corp-secz-soars-time-234343365.html | https://finance.yahoo.com/m/4d277d66-8801-3298-9a87-aa7d091e8669/securitize-stock-jumps-12%25-as.html,2026-09-24T14:06:00+00:00,50.0,75.32732,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
5,MTC,"MMTec, Inc. - Common Shares",NASDAQ,6.920000076293945,0.096672,0.450734,0.932961,3.078979,0.44785,0.26673,0.0,85.526318,2026-09-23,79.755741,593543353.56,0.0,2,Admission to Trading | Full Year Results 2026,https://finance.yahoo.com/markets/stocks/articles/admission-trading-070500106.html | https://finance.yahoo.com/markets/stocks/articles/full-results-2026-083600590.html,2026-09-03T07:05:00+00:00,50.0,75.29238,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
6,FSLY,"Fastly, Inc. - Class A Common Stock",NASDAQ,29.649999618530273,0.136886,0.259558,0.28913,4.227813,0.25897,0.000739,0.0,77.085782,2026-09-23,79.507473,4250124000.0,0.0,5,"Dow Jones Futures: Market Rally Resilient As Yields, Oil Prices Keep Rising; Tesla Event On Deck | Why Fastly (FSLY) Shares Are Sliding Today | Fastly Fell 8% Today. Here’s Where the Stock Could Go in 2026",https://finance.yahoo.com/m/f20152d5-c38c-3d1c-80ad-574b31be1248/dow-jones-futures%3A-market.html | https://finance.yahoo.com/markets/stocks/articles/why-fastly-fsly-shares-sliding-195258683.html | https://finance.yahoo.com/markets/stocks/articles/fastly-fell-8-today-where-182754014.html,2026-09-25T00:31:10+00:00,50.0,75.081352,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
7,EGHT,8x8 Inc - Common stock,NASDAQ,2.2899999618530273,0.224599,0.251366,0.156566,3.10751,0.21421,-0.03805,0.0,74.725272,2026-09-23,78.917208,329312942.28,0.0,5,8x8 Earns Four Stevie Awards in The 2026 International Business Awards | 8x8 Names Fazpass 2026 CPaaS Partner of the Year as Six-Year Alliance Powers Authentication for 50+ Enterprises | Should Value Investors Buy 8x8 (EGHT) Stock?,https://finance.yahoo.com/technology/articles/8x8-earns-four-stevie-awards-130000427.html | https://finance.yahoo.com/technology/articles/8x8-names-fazpass-2026-cpaas-010000447.html | https://finance.yahoo.com/markets/stocks/articles/value-investors-buy-8x8-eght-134006506.html,2026-09-24T13:00:00+00:00,50.0,74.579627,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
8,DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",NYSE,8.579999923706055,0.075188,0.227468,0.265487,1.513375,0.189519,-0.048065,0.0,86.666645,2026-09-23,77.765205,690237839.25,0.25,4,"Kala Bio and Virotek Sign Letter of Intent with U.S. DNA Testing Platform to Resell Virotek's Suite of Genetic Testing Products | Global Paternity & Relationship Testing Services Market Set for Growth Through 2030 as DNA Testing Demand Expands Across Applications and Product Segments | Ginkgo Bioworks Holdings, Inc. (DNA) Sees a More Significant Dip Than Broader Market: Some Facts to Know",https://finance.yahoo.com/healthcare/articles/kala-bio-virotek-sign-letter-113000745.html | https://finance.yahoo.com/healthcare/articles/global-paternity-relationship-testing-services-085100680.html | https://finance.yahoo.com/markets/stocks/articles/ginkgo-bioworks-holdings-inc-dna-221504413.html,2026-09-24T11:30:00+00:00,55.0,74.350424,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
9,XMTR,"Xometry, Inc. - Class A Common Stock",NASDAQ,105.01000213623047,0.055059,0.19895,0.241546,1.716221,0.141652,0.009506,0.0,71.388884,2026-09-23,77.719852,5582169538.74,0.0,5,"XMTR Stock, Avnet Near Buy Points Amid Push For AI Supply Chains | Is Xometry Stock Still a Buy After a 144% Six-Month Run? | Xometry Director Sells 10,000 Shares",https://finance.yahoo.com/m/011f60c0-eb06-33a3-a772-e2bfe6703e8f/xmtr-stock%2C-avnet-near-buy.html | https://finance.yahoo.com/markets/stocks/articles/xometry-stock-still-buy-144-140811229.html | https://finance.yahoo.com/markets/stocks/articles/xometry-director-sells-10-000-201501091.html,2026-09-24T20:40:22+00:00,50.0,73.561874,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
10,SANM,Sanmina Corporation - Common Stock,NASDAQ,221.88999938964844,0.059292,0.158029,0.196753,1.448879,0.111058,-0.001006,0.0,69.421674,2026-09-23,77.005377,11892181349.28,0.1,5,"Electrical Systems Stocks Q2 Results: Benchmarking Sanmina (NASDAQ:SANM) | TTM Technologies (TTMI) Stock Trades Up, Here Is Why | Zacks Value Trader Highlights: ADM, Delek and Sanmina",https://finance.yahoo.com/markets/stocks/articles/electrical-systems-stocks-q2-results-130902373.html | https://finance.yahoo.com/markets/stocks/articles/ttm-technologies-ttmi-stock-trades-015825540.html | https://finance.yahoo.com/markets/stocks/articles/zacks-value-trader-highlights-adm-130200201.html,2026-09-23T13:09:02+00:00,52.0,73.254571,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
