rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
1,ESTC,Elastic N.V. Ordinary Shares,NYSE,99.91000366210938,0.193098,0.162555,0.51862,3.478091,0.240124,0.180093,0.0,75.458674,2026-08-28,79.33906,10465719751.31134,0.2,5,"ESTC Q2 CY2026 Deep Dive: AI Adoption, Enterprise Expansion, and New Product Investments Drive Growth | Why Is Elastic (ESTC) Stock Rocketing Higher Today | Top Midday Gainers",https://finance.yahoo.com/technology/ai/articles/estc-q2-cy2026-deep-dive-195252210.html | https://finance.yahoo.com/markets/stocks/articles/why-elastic-estc-stock-rocketing-214452869.html | https://finance.yahoo.com/markets/stocks/articles/top-midday-gainers-165835108.html,2026-08-28T21:44:52+00:00,54.0,75.538201,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
2,PD,"PagerDuty, Inc. Common Stock",NYSE,13.829999923706055,0.095012,0.122565,0.307183,2.804726,0.157467,0.122199,0.0,72.727261,2026-08-28,79.250394,1060061251.4721146,0.1,5,"Why Is PagerDuty (PD) Stock Rocketing Higher Today | PD Q2 Deep Dive: AI Platform Adoption and Cost Discipline Drive Margin Expansion | PagerDuty Reports 'Decent' Q2, Cuts Workforce to Drive Growth, RBC Capital Markets Says",https://finance.yahoo.com/markets/stocks/articles/why-pagerduty-pd-stock-rocketing-212852112.html | https://finance.yahoo.com/technology/ai/articles/pd-q2-deep-dive-ai-184052599.html | https://finance.yahoo.com/markets/stocks/articles/pagerduty-reports-apos-decent-apos-150029403.html,2026-08-28T21:28:52+00:00,52.0,75.162835,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
3,FRNM,"Freenome, Inc. - Common stock",NASDAQ,14.789999961853027,0.060976,0.070963,0.326457,1.943663,0.177454,0.064997,0.0,83.228509,2026-08-28,78.87176,1589138374.9612293,0.1,5,Cathie Wood sells $4 million of surging AI stock | Cathie Wood buys $28.1 million of popular tech stock | Jefferies sets strong price target on upstart cancer stock,https://finance.yahoo.com/m/a2f6d34a-4d22-3b75-8a6a-53c0a7c16344/cathie-wood-sells-%244-million.html | https://finance.yahoo.com/m/5d271d65-4cfc-37e7-ac34-db52d3ce9eba/cathie-wood-buys-%2428.1.html | https://finance.yahoo.com/m/ef0e76bb-21a4-3ca8-8c4f-8ad8f70d66ce/jefferies-sets-strong-price.html,2026-08-27T16:39:01+00:00,52.0,74.840996,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
4,TOP,TOP Financial Group Limited - Class A Ordinary Shares,NASDAQ,16.729999542236328,0.084955,0.184006,0.624272,2.103215,0.322242,0.154859,0.0,74.92683,2026-08-28,79.321795,2069593175.8621101,-0.1,5,"Top Cryptocurrencies Fall; Bitcoin Drops Below $78,000 | Top 10 Real Estate News: August's Interesting Real Estate News | Sullivan, Peltola debate energy issues in closely watched U.S. Senate race",https://finance.yahoo.com/markets/crypto/articles/top-cryptocurrencies-fall-bitcoin-drops-195649318.html | https://finance.yahoo.com/real-estate/articles/top-10-real-estate-news-150000358.html | https://finance.yahoo.com/m/9de89e3f-1ff9-349e-beeb-f036fb078b61/sullivan%2C-peltola-debate.html,2026-08-28T22:06:00+00:00,48.0,74.623526,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
5,RDIB,Reading International Inc - Class B Voting Common Stock,NASDAQ,18.309999465942383,0.168848,1.034444,1.166864,1.366304,0.825842,0.089471,0.0,91.899185,2026-08-28,78.31727,419118213.1453533,0.1,5,"Reading International Inc (RDI) (Q2 2026) Earnings Call Highlights: Record Australian Revenue ... | Reading (RDI) Q2 2026 Earnings Call Transcript | Reading International, Inc. Q2 2026 Earnings Call Summary",https://finance.yahoo.com/markets/stocks/articles/reading-international-inc-rdi-q2-030104122.html | https://finance.yahoo.com/m/444b9601-d3be-379a-9ab9-6c774b0deb5c/reading-%28rdi%29-q2-2026.html | https://finance.yahoo.com/m/7bea7719-e0f7-38e3-ae30-a4dd5b446aab/reading-international%2C-inc..html,2026-08-26T03:01:04+00:00,52.0,74.369679,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
6,NOW,"ServiceNow, Inc. Common Stock",NYSE,144.7100067138672,0.045366,0.126323,0.300998,1.58368,0.15327,0.119572,0.0,67.455027,2026-08-28,78.576364,149610176961.21216,0.0,5,"Will a Fed rate hike hurt stocks? Here’s how to position now | US officials revise claims that government agencies were hacked by Chinese, now say they were targets | AFRM Q2 Deep Dive: Network Effects, Product Expansion, and Profitability Shape Outlook",https://finance.yahoo.com/m/359fdba0-eac5-3c1a-8371-47005e08873e/will-a-fed-rate-hike-hurt.html | https://finance.yahoo.com/m/029967d5-1115-3d2f-b6f0-0bcab417197e/us-officials-revise-claims.html | https://finance.yahoo.com/markets/stocks/articles/afrm-q2-deep-dive-network-182452264.html,2026-08-28T21:43:10+00:00,50.0,74.28991,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
7,FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ,12.270000457763672,0.042481,0.086803,0.282132,1.756418,0.069304,0.064655,-0.039906,61.328798,2026-08-28,77.676631,430274056.98247147,0.2,5,Fennec Pharmaceuticals (FENC) Stock Sees Fair Value Lift As Analysts Raise PEDMARK Views | Can Adherex Technologies (FENC) Climb 26.53% to Reach the Level Wall Street Analysts Expect? | Fennec Pharmaceuticals Inc (FENC) (Q2 2026) Earnings Call Highlights: Record Sales and ...,https://finance.yahoo.com/markets/stocks/articles/fennec-pharmaceuticals-fenc-stock-sees-091619412.html | https://finance.yahoo.com/markets/stocks/articles/adherex-technologies-fenc-climb-26-135502019.html | https://finance.yahoo.com/healthcare/articles/fennec-pharmaceuticals-inc-fenc-q2-210256175.html,2026-08-14T09:16:19+00:00,54.0,74.125137,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
8,GAP,"Gap, Inc. (The) Common Stock",NYSE,23.479999542236328,0.129389,0.185859,0.168741,3.425579,0.139474,0.027443,0.0,63.011882,2026-08-28,76.856958,8452305182.054722,0.4,5,"Gap's EPS Growth Seen Accelerating on Brand Momentum, Buybacks, UBS Says | Gap Momentum Encouraging, Old Navy Weakness Seen Continuing, BofA Says | Gap's Shares Gain 15% on Q2 Earnings Beat & Revised View",https://finance.yahoo.com/markets/stocks/articles/gap-apos-eps-growth-seen-163257802.html | https://finance.yahoo.com/markets/stocks/articles/gap-momentum-encouraging-old-navy-170356994.html | https://finance.yahoo.com/markets/stocks/articles/gaps-shares-gain-15-q2-170200232.html,2026-08-28T17:03:56+00:00,58.0,74.028414,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
9,RMNI,"Rimini Street, Inc. - Common Stock",NASDAQ,5.650000095367432,0.052142,0.07619,0.174636,2.184424,0.119144,0.065399,0.0,77.205889,2026-08-28,77.213894,527461408.90312195,0.2,5,"Is the Options Market Predicting a Spike in Rimini Street Stock? | Rimini Street Unveils Agentic AI ERP Strategy to Modernize Legacy Systems | Rimini Street Names Keith Costello Chief Operating Officer, Alexander Guasch Chief Delivery Officer",https://finance.yahoo.com/markets/options/articles/options-market-predicting-spike-rimini-142000286.html | https://finance.yahoo.com/m/e089f493-28d1-33ca-b721-32da3327600d/rimini-street-unveils-agentic.html | https://finance.yahoo.com/markets/stocks/articles/rimini-street-names-keith-costello-134909689.html,2026-08-19T14:20:00+00:00,54.0,73.73181,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
10,MCI,Barings Corporate Investors Common Stock,NYSE,19.739999771118164,0.072243,0.075163,0.194192,5.489462,0.128226,0.013256,0.0,85.487505,2026-08-28,77.868699,405770539.77516174,0.0,5,Celularity Signs U.S. Manufacturing Collaboration With Potential $300 Million Purchase Opportunity | Celularity and MuseCell Innovations® Announce U.S. Manufacturing Collaboration for the Dezawa MuseCell® Platform | Radiopharm Theranostics Doses First Patient in Second Cohort of Phase 1/2a Clinical Trial of BetaBart (RV-01) in B7-H3 Expressing Solid Tumors,https://finance.yahoo.com/m/3588c0f2-8fa0-393c-b7b9-df2e4332819d/celularity-signs-u.s..html | https://finance.yahoo.com/healthcare/articles/celularity-musecell-innovations-announce-u-130000450.html | https://finance.yahoo.com/healthcare/articles/radiopharm-theranostics-doses-first-patient-110000249.html,2026-08-27T14:27:10+00:00,50.0,73.688394,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
