rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
1,GRAL,"GRAIL, Inc. - Common Stock",NASDAQ,107.97000122070312,0.336759,0.429498,0.35743,3.53274,0.343345,0.076286,0.0,85.308647,2026-09-21,79.800852,4847179713.679999,0.2,5,"Grail Gains From More Focused FDA Review Before Galleri Advisory Panel, UBS Says | With Approval Looking Likely, How Fast Will Sales of Cancer-Screening Blood Tests Rise? | GRAL Stock Clocks Best Day In Over 1.5 Years — FDA Papers Lift Galleri Approval Hopes",https://finance.yahoo.com/healthcare/articles/grail-gains-more-focused-fda-162611908.html | https://finance.yahoo.com/m/955b71bb-4992-3a95-a138-af3c47329a4a/with-approval-looking-likely%2C.html | https://finance.yahoo.com/m/418dccc9-f74c-3d1b-8c88-72bd3a8dccbf/gral-stock-clocks-best-day-in.html,2026-09-22T20:10:00+00:00,54.0,75.930724,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
2,SECZ,Securitize Corp. Common Stock,NYSE,13.5,0.243094,0.644336,1.202284,2.281698,0.721829,0.069354,0.0,88.095231,2026-09-21,79.887347,2122453905.0,0.1,5,Securitize (SECZ) Climbs to All-Time High on Tokenized Securities Go-Signal | Cantor Fitzgerald Initiates Securitize at Overweight With $21.20 Price Target | Cantor Fitzgerald Flags 95% Upside in the Firm Putting Stocks Onchain,https://finance.yahoo.com/markets/stocks/articles/securitize-secz-climbs-time-high-004521644.html | https://finance.yahoo.com/markets/stocks/articles/cantor-fitzgerald-initiates-securitize-overweight-102933956.html | https://finance.yahoo.com/m/4666469b-96b5-397d-b071-f6bf995f851c/cantor-fitzgerald-flags-95%25.html,2026-09-22T07:54:42+00:00,52.0,75.704245,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
3,PRTH,"Priority Technology Holdings, Inc. - Common Stock",NASDAQ,7.800000190734863,0.337907,0.298918,0.390374,14.234852,0.359655,-0.042551,0.0,87.275446,2026-09-21,79.861901,643283323.8,0.1,5,"Lake Street Downgrades Priority Technology to Hold From Buy, $8.05 Price Target | Priority Technology to Go Private in $1.6 Billion Deal | Priority Technology Shares Surge on $1.6 Billion All-Cash Go-Private Deal",https://finance.yahoo.com/markets/stocks/articles/lake-street-downgrades-priority-technology-172331768.html | https://finance.yahoo.com/markets/stocks/articles/priority-technology-private-1-6-120041123.html | https://finance.yahoo.com/markets/stocks/articles/priority-technology-shares-surge-1-152023789.html,2026-09-21T17:23:31+00:00,52.0,75.682616,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
4,AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,615.52001953125,0.099496,0.247482,0.300623,2.163238,0.236314,0.001745,0.0,78.463604,2026-09-21,79.588382,1018288956948.34,0.1,5,AMD Stock Surges as Chipmaker Hits $1 Trillion Market Cap on AI Boom | AMD Stock Has Blown Past Nvidia This Year. Is It Still the Better Buy? | AMD Stock Just Entered Rarefied Territory,https://finance.yahoo.com/technology/ai/articles/amd-joins-1-trillion-club-124134871.html | https://finance.yahoo.com/m/a21a3171-64f7-309c-84ab-c75c833015d1/amd-stock-has-blown-past.html | https://finance.yahoo.com/markets/stocks/articles/amd-stock-just-entered-rarefied-180416400.html,2026-09-22T20:20:01+00:00,52.0,75.450124,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
5,META,"Meta Platforms, Inc. - Class A Common Stock",NASDAQ,741.25,0.114285,0.114536,0.349036,2.385678,0.188444,0.025254,0.0,87.200154,2026-09-21,79.859564,1876480347803.875,0.0,5,Meta admits Muse’s likeness to OpenClaw isn’t a coincidence | Meta’s Mark Zuckerberg to Join Tech Leaders at Trump-Xi Dinner | Meta's Muse becomes App Store's hottest download,https://finance.yahoo.com/m/d10d0ee2-c153-3a4a-b060-b64d48cfba70/meta-admits-muse%E2%80%99s-likeness.html | https://finance.yahoo.com/technology/ai/articles/meta-mark-zuckerberg-join-tech-184430521.html | https://finance.yahoo.com/m/15d89457-3149-31cd-917f-c0777e780d38/meta%27s-muse-becomes-app.html,2026-09-22T22:02:00+00:00,50.0,75.380629,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
6,CRML,Critical Metals Corp. - Ordinary Shares,NASDAQ,9.329999923706055,0.38633,0.444272,0.312236,5.792232,0.298087,0.064531,0.0,70.622566,2026-09-21,79.344996,1254429950.62,0.1,5,"Critical Metals (CRML) Dropped, So What Is Driving Attention Now? | Critical Metals Drops 6% as Greenland Surge Meets Profit Taking; USA Rare Earth Slips, MP Materials Eases | CRML, GLND, GRML Surge Overnight After Trump Unveils ‘Permanent’ US Security Deal For Greenland",https://finance.yahoo.com/markets/stocks/articles/critical-metals-crml-dropped-driving-201301125.html | https://finance.yahoo.com/m/ed50c551-d2a0-3596-b975-c2b84cfc4cce/critical-metals-drops-6%25-as.html | https://finance.yahoo.com/m/24d90199-76d5-390c-af28-b6ce0818afe8/crml%2C-glnd%2C-grml-surge.html,2026-09-22T14:57:01+00:00,52.0,75.243247,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
7,NUAI,"New Era Energy & Digital, Inc. - Common Stock",NASDAQ,7.650000095367432,0.305461,0.366071,0.575695,3.672839,0.38124,0.065608,0.0,77.379828,2026-09-21,79.554741,743251389.525,0.0,5,"New Era Energy & Digital, Inc. (NUAI) Moves 30.6% Higher: Will This Strength Last? | NUAI Stock Soars as New Era Energy Strikes Power Deal With Vistra | Is Vistra (VST) A Bargain Or Fully Priced After New Power Deals?",https://finance.yahoo.com/markets/stocks/articles/era-energy-digital-inc-nuai-063800243.html | https://finance.yahoo.com/m/9d3a041f-a114-3397-9e2d-7d19b33d0112/nuai-stock-soars-as-new-era.html | https://finance.yahoo.com/markets/stocks/articles/vistra-vst-bargain-fully-priced-151446784.html,2026-09-22T15:14:46+00:00,50.0,75.12153,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
8,ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,322.8999938964844,0.171583,0.35099,0.327059,2.865651,0.275052,-0.029905,0.0,74.273202,2026-09-21,79.458312,355857123190.8,0.0,5,"Arm Gains 1.5% as Agentic AI Multiplies CPU Cores | Arm Stock: Too Good to Sell, Too Expensive to Buy | ARM Stock Jumped 17% Yesterday After Its CEO Said Demand Is Off the Charts. Here’s What Got Investors So Excited.",https://finance.yahoo.com/technology/ai/articles/arm-gains-1-5-agentic-184537508.html | https://finance.yahoo.com/m/881f1f8e-34ce-3df3-9c51-599cf37e282c/arm-stock%3A-too-good-to-sell%2C.html | https://finance.yahoo.com/m/a5fb7a4d-21a0-3c48-adb6-d82b3fd43a4a/arm-stock-jumped-17%25.html,2026-09-22T18:45:37+00:00,50.0,75.039565,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
9,INTC,Intel Corporation - Common Stock,NASDAQ,121.77999877929688,0.121363,0.25301,0.35206,1.862096,0.249622,0.001244,0.0,78.212966,2026-09-21,79.250701,654736997751.32,0.0,5,"ASML vs. Intel: Which AI Chip Stock Is a Better Buy in 2026? | Intel (INTC) Stock Moves 1.71%: What You Should Know | Top Analyst Reports for NVIDIA, Berkshire Hathaway & GE Aerospace",https://finance.yahoo.com/markets/stocks/articles/asml-vs-intel-ai-chip-235501657.html | https://finance.yahoo.com/markets/stocks/articles/intel-intc-stock-moves-1-214504558.html | https://finance.yahoo.com/markets/stocks/articles/top-analyst-reports-nvidia-berkshire-202400005.html,2026-09-22T23:55:01+00:00,50.0,74.863096,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
10,TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAQ,8.34000015258789,0.070603,0.222874,0.133152,2.28485,0.157008,0.116329,0.0,69.661027,2026-09-21,78.199358,470845917.41999996,0.1,5,"Alpha Teknova (TKNO) Moves 7.1% Higher: Will This Strength Last? | ROTH to Host 5th Annual Healthcare Opportunities Conference on September 29 in New York City | Jefferies & Co. Initiates Alpha Teknova With Buy Rating, $9 Price Target",https://finance.yahoo.com/markets/stocks/articles/alpha-teknova-tkno-moves-7-125300864.html | https://finance.yahoo.com/healthcare/articles/roth-host-5th-annual-healthcare-130000710.html | https://finance.yahoo.com/markets/stocks/articles/jefferies-co-initiates-alpha-teknova-114018331.html,2026-09-22T13:00:00+00:00,52.0,74.269454,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
11,DOCN,"DigitalOcean Holdings, Inc. Common Stock",NYSE,146.16000366210938,0.123098,0.215872,0.263923,1.648347,0.216581,-0.018201,0.0,71.515228,2026-09-21,78.117344,17068582016.0,0.1,5,"DigitalOcean Launches Public Preview of Managed Agents for AI Development | DigitalOcean Launches Managed Agents, Bringing Agent Execution, Tool Access, and Inference Together on One Cloud | DigitalOcean Holdings (DOCN) Beat Expectations And Raised Guidance, Is The Upside Already Priced In?",https://finance.yahoo.com/technology/ai/articles/digitalocean-launches-public-preview-managed-190440794.html | https://finance.yahoo.com/technology/ai/articles/digitalocean-launches-managed-agents-bringing-150000790.html | https://finance.yahoo.com/markets/stocks/articles/digitalocean-holdings-docn-beat-expectations-002824307.html,2026-09-22T19:04:40+00:00,52.0,74.199743,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
12,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,20.15999984741211,0.077499,0.170732,0.125628,2.575777,0.135647,-0.007825,0.0,70.347966,2026-09-21,77.99925,6791772526.5,0.1,5,Why Is Amneal (AMRX) Stock Rocketing Higher Today | Ipsen Shares Fall After Early Launch of U.S. Generic Rival | AMRX Stock Advances As Generic To Ipsen’s Hormone Shot Gets FDA Nod,https://finance.yahoo.com/healthcare/articles/why-amneal-amrx-stock-rocketing-003825093.html | https://finance.yahoo.com/m/756757de-9560-38ea-b7d3-da92e6e05d4f/ipsen-shares-fall-after-early.html | https://finance.yahoo.com/healthcare/articles/amrx-stock-advances-generic-ipsen-214321375.html,2026-09-22T00:38:25+00:00,52.0,74.099363,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
13,MXL,"MaxLinear, Inc - Common Stock",NASDAQ,85.9800033569336,0.059911,0.327057,0.290797,1.637613,0.280884,-0.058926,0.0,73.314255,2026-09-21,78.126712,7929305689.130001,0.0,5,3 Forgotten AI Stocks That Should Rebound From Their Corrections | Vizrt Named a Leader in the 2026 IDC MarketScape for Worldwide AI-Driven Business Cycle in the Media Industry | LiveU Joins IBC Accelerator's Smart Stories Consortium to Define an Open Standard for Story Context Interoperability,https://finance.yahoo.com/m/ddda6ade-0c1c-3865-8f0d-58f1f1ac7166/3-forgotten-ai-stocks-that.html | https://finance.yahoo.com/media-advertising/articles/vizrt-named-leader-2026-idc-070000613.html | https://finance.yahoo.com/media-advertising/articles/liveu-joins-ibc-accelerators-smart-110000220.html,2026-09-12T16:05:00+00:00,50.0,73.907705,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
14,FIVN,"Five9, Inc. - Common Stock",NASDAQ,37.0099983215332,0.139821,0.165669,0.130076,2.063099,0.120556,0.086953,0.0,57.585133,2026-09-21,77.734,2888064473.15,0.1,5,"Five9, Inc. (FIVN) Hits Fresh High: Is There Still Room to Run? | Akamai, Atlassian, Commerce, Five9, and Rapid7 Stocks Trade Up and Down, What You Need To Know | Summer's Hottest Stocks: These Winners Rose 50% Or More In A Lackluster Stock Market",https://finance.yahoo.com/markets/stocks/articles/five9-inc-fivn-hits-fresh-131501943.html | https://finance.yahoo.com/markets/stocks/articles/akamai-atlassian-commerce-five9-rapid7-235825507.html | https://finance.yahoo.com/m/6dc06210-ae65-3464-ada3-36c67509fca0/summer%27s-hottest-stocks%3A.html,2026-09-22T13:15:01+00:00,52.0,73.8739,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
15,ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,340.739990234375,0.123627,0.32563,0.195705,1.624716,0.18113,-0.05082,0.0,59.04356,2026-09-21,77.627908,63054895899.84,0.1,5,"Why Zacks Rank #1 Astera Labs is Primed for Growth | US Stock Market Today: S&P 500 Futures Climb On Higher-For-Longer Rate Jitters | Astera Labs Stock Jumped 12% Yesterday. The Street Sees 14% More Upside, Here’s Why.",https://finance.yahoo.com/technology/ai/articles/why-zacks-rank-1-astera-172600940.html | https://finance.yahoo.com/markets/stocks/articles/us-stock-market-today-p-081751320.html | https://finance.yahoo.com/m/fbe09ce5-c22d-389a-b35f-818b31638237/astera-labs-stock-jumped-12%25.html,2026-09-22T17:26:00+00:00,52.0,73.783722,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
16,AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",NYSE,2.890000104904175,0.07037,0.156,0.133333,2.061414,0.108979,0.040652,0.0,60.683751,2026-09-21,77.926037,2651035774.86,0.0,5,AMC (AMC) Stock May Be 18% Undervalued As Debt Refinancing Begins | AMC Entertainment (AMC) Upgraded to Buy: Here's What You Should Know | AMC Entertainment Holdings (AMC) Launches $3.97 Billion Debt Refinancing Initiative,https://finance.yahoo.com/markets/stocks/articles/amc-amc-stock-may-18-191309124.html | https://finance.yahoo.com/markets/stocks/articles/amc-entertainment-amc-upgraded-buy-160004124.html | https://finance.yahoo.com/markets/stocks/articles/amc-entertainment-holdings-amc-launches-051505513.html,2026-09-22T19:13:09+00:00,50.0,73.737132,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
17,TWLO,Twilio Inc. Class A Common Stock,NYSE,266.05999755859375,0.091125,0.147404,0.180914,1.643827,0.132351,0.060932,0.0,65.80122,2026-09-21,77.920409,43696757346.6,0.0,5,Why Is Twilio (TWLO) Stock Soaring Today | Salesforce vs. Twilio: Which Customer Engagement Stock Has the Edge? | Software Development Stocks Q2 Results: Benchmarking Bandwidth (NASDAQ:BAND),https://finance.yahoo.com/markets/stocks/articles/why-twilio-twlo-stock-soaring-192546514.html | https://finance.yahoo.com/markets/stocks/articles/salesforce-vs-twilio-customer-engagement-130000980.html | https://finance.yahoo.com/markets/stocks/articles/software-development-stocks-q2-results-143746120.html,2026-09-22T19:25:46+00:00,50.0,73.732347,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
18,MSTR,Strategy Inc - Class A Common Stock,NASDAQ,168.5,0.094725,0.230466,0.412998,1.523579,0.256464,0.194262,0.0,66.296971,2026-09-21,77.415164,66477140167.8,0.1,5,"MSTR, HOOD, RIOT Stocks Lead Gains In Fundstrat's Granny Shots ETF Last Week, Says Tom Lee | MSTR, COIN, CRCL Stocks Slip Despite Bitcoin Rally Above $86K, Crypto Liquidations Cross $800M | B. Riley Raises Price Target on Strategy to $195 From $175, Keeps Buy Rating",https://finance.yahoo.com/m/6c6e5adc-195a-328d-840e-9a3098de981f/mstr%2C-hood%2C-riot-stocks-lead.html | https://finance.yahoo.com/m/4ab05455-d5c6-34d5-aa9b-c119187e51f2/mstr%2C-coin%2C-crcl-stocks-slip.html | https://finance.yahoo.com/markets/stocks/articles/b-riley-raises-price-target-120327193.html,2026-09-22T20:59:56+00:00,52.0,73.60289,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
19,NEOG,Neogen Corporation - Common Stock,NASDAQ,13.609999656677246,0.046923,0.138912,0.138912,1.708474,0.132421,0.062287,0.0,88.104094,2026-09-21,77.707664,3049121949.9,0.0,5,Neogen Announces First-Quarter Earnings Release Date | PBH or NEOG: Which Is the Better Value Stock Right Now? | 1 Cash-Producing Stock on Our Buy List and 2 That Underwhelm,https://finance.yahoo.com/markets/stocks/articles/neogen-announces-first-quarter-earnings-203000373.html | https://finance.yahoo.com/markets/stocks/articles/pbh-neog-better-value-stock-154004411.html | https://finance.yahoo.com/markets/stocks/articles/1-cash-producing-stock-buy-094030455.html,2026-09-15T20:30:00+00:00,50.0,73.551515,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
20,DMAC,DiaMedica Therapeutics Inc. - Common Stock,NASDAQ,7.260000228881836,0.059854,0.108397,0.113497,1.792393,0.094197,-0.015389,0.0,72.864316,2026-09-21,76.965969,419541922.66,0.2,5,DiaMedica Therapeutics to Participate in Upcoming September Investor Conferences | Wall Street Analysts Think DiaMedica Therapeutics (DMAC) Could Surge 129.97%: Read This Before Placing a Bet | DiaMedica Therapeutics Inc (DMAC) (Q2 2026) Earnings Call Highlights: Promising Preeclampsia ...,https://finance.yahoo.com/healthcare/articles/diamedica-therapeutics-participate-upcoming-september-123000853.html | https://finance.yahoo.com/markets/stocks/articles/wall-street-analysts-think-diamedica-135504731.html | https://finance.yahoo.com/healthcare/articles/diamedica-therapeutics-inc-dmac-q2-190113406.html,2026-09-02T12:30:00+00:00,54.0,73.521074,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996315401621223
